,," Zone 2",Run Total," Zone 3",Run Total," Zone 4",Run Total," Zone 5",Run Total
12/14/19 0:30,0,0,0,0,0,0,0,0,0
12/14/19 1:00,0,0,0,0,0,0,0,0,0
12/14/19 1:30,0,0,0,0,0,0,0,0,0
12/14/19 2:00,0,0,0,0,0,0,0,0,0
12/14/19 2:30,0,0,0,0,0,0,0,0,0
12/14/19 3:00,0,0,0,0,0,0,0,0,0
12/14/19 3:30,0,0,0,0,0,0,0,0,0
12/14/19 4:00,0,0,0,0,0,0,0,0,0
12/14/19 4:30,0,0,0,0,0,0,0,0,0
12/14/19 5:00,0,0,0,0,0,0,0,0,0
12/14/19 5:30,0,0,0,0,0,0,0,0,0
12/14/19 6:00,0,0,0,0,0,0,0,0,0
12/14/19 6:30,0,0,0,0,0,0,0,0,0
12/14/19 7:00,0,0,0,0,0,0,0,0,0
12/14/19 7:30,0,0,0,0,0,0,0,0,0
12/14/19 8:00,0,0,0,0,0,0,0,0,0
12/14/19 8:30,0,0,0,0,0,0,0,0,0
12/14/19 9:00,0,0,0,0,0,0,0,0,0
12/14/19 9:30,0,0,0,0,0,0,0,0,0
12/14/19 10:00,0,0,0,0,0,0,0,0,0
12/14/19 10:30,0,0,0,0,0,0,0,0,0
12/14/19 11:00,0,0,0,0,0,0,0,0,0
12/14/19 11:30,0,0,0,0,0,0,0,0,0
12/14/19,0,0,0,0,0,0,0,0,0
12/14/19 12:30,0,0,0,0,0,0,0,0,0
12/14/19 13:00,0,0,0,0,0,0,0,0,0
12/14/19 13:30,0,0,0,0,0,0,0,0,0
12/14/19 14:00,5,1,1,0,0,3,3,1,1
12/14/19 14:30,1,0,1,0,0,1,4,0,1
12/14/19 15:00,3,0,1,0,0,1,5,2,3
12/14/19 15:30,2,0,1,0,0,1,6,1,4
12/14/19 16:00,1,0,1,1,1,0,6,0,4
12/14/19 16:30,1,1,2,0,1,0,6,0,4
12/14/19 17:00,0,0,2,0,1,0,6,0,4
12/14/19 17:30,1,0,2,0,1,1,7,0,4
12/14/19 18:00,1,0,2,0,1,0,7,1,5
12/14/19 18:30,24,8,10,11,12,5,12,0,5
12/14/19 19:00,20,4,14,7,19,9,21,0,5
12/14/19 19:30,12,6,20,5,24,0,21,1,6
12/14/19 20:00,11,2,22,5,29,3,24,1,7
12/14/19 20:30,7,2,24,3,32,1,25,1,8
12/14/19 21:00,10,4,28,3,35,3,28,0,8
12/14/19 21:30,9,7,35,1,36,1,29,0,8
12/14/19 22:00,2,2,37,0,36,0,29,0,8
12/14/19 22:30,9,1,38,5,41,3,32,0,8
12/14/19 23:00,1,0,38,0,41,1,33,0,8
12/14/19 23:30,5,1,39,3,44,1,34,0,8
12/15/19 0:00,6,2,41,2,46,2,36,0,8
12/15/19 0:30,2,1,42,0,46,1,37,0,8
12/15/19 1:00,2,0,42,1,47,1,38,0,8
12/15/19 1:30,0,0,42,0,47,0,38,0,8
12/15/19 2:00,4,0,42,0,47,2,40,2,10
12/15/19 2:30,0,0,42,0,47,0,40,0,10
12/15/19 3:00,2,1,43,1,48,0,40,0,10
12/15/19 3:30,1,0,43,0,48,1,41,0,10
12/15/19 4:00,4,3,46,0,48,1,42,0,10
12/15/19 4:30,0,0,46,0,48,0,42,0,10
12/15/19 5:00,0,0,46,0,48,0,42,0,10
12/15/19 5:30,1,0,46,0,48,1,43,0,10
12/15/19 6:00,1,0,46,1,49,0,43,0,10
12/15/19 6:30,3,2,48,0,49,1,44,0,10
12/15/19 7:00,1,1,49,0,49,0,44,0,10
12/15/19 7:30,0,0,49,0,49,0,44,0,10
12/15/19 8:00,3,1,50,1,50,1,45,0,10
12/15/19 8:30,0,0,50,0,50,0,45,0,10
12/15/19 9:00,0,0,50,0,50,0,45,0,10
12/15/19 9:30,1,1,51,0,50,0,45,0,10
12/15/19 10:00,3,1,52,0,50,2,47,0,10
12/15/19 10:30,0,0,52,0,50,0,47,0,10
12/15/19 11:00,2,0,52,1,51,1,48,0,10
12/15/19 11:30,0,0,52,0,51,0,48,0,10
12/15/19 12:00,3,0,52,0,51,1,49,2,12
12/15/19 12:30,2,0,52,0,51,1,50,1,13
12/15/19 13:00,3,0,52,1,52,2,52,0,13
12/15/19 13:30,0,0,52,0,52,0,52,0,13
12/15/19 14:00,0,0,52,0,52,0,52,0,13
12/15/19 14:30,2,2,54,0,52,0,52,0,13
12/15/19 15:00,1,0,54,0,52,1,53,0,13
12/15/19 15:30,1,0,54,0,52,1,54,0,13
12/15/19 16:00,0,0,54,0,52,0,54,0,13
12/15/19 16:30,1,0,54,0,52,1,55,0,13
12/15/19 17:00,4,2,56,1,53,1,56,0,13
12/15/19 17:30,3,2,58,0,53,0,56,1,14
12/15/19 18:00,0,0,58,0,53,0,56,0,14
12/15/19 18:30,21,8,66,7,60,3,59,3,17
12/15/19 19:00,15,6,72,6,66,3,62,0,17
12/15/19 19:30,12,5,77,4,70,3,65,0,17
12/15/19 20:00,5,1,78,3,73,1,66,0,17
12/15/19 20:30,8,1,79,4,77,1,67,2,19
12/15/19 21:00,9,2,81,5,82,2,69,0,19
12/15/19 21:30,7,1,82,5,87,1,70,0,19
12/15/19 22:00,5,2,84,2,89,1,71,0,19
12/15/19 22:30,1,0,84,0,89,1,72,0,19
12/15/19 23:00,2,2,86,0,89,0,72,0,19
12/15/19 23:30,5,2,88,2,91,1,73,0,19
12/16/19,0,0,88,0,91,0,73,0,19
12/16/19 0:30,1,0,88,1,92,0,73,0,19
12/16/19 1:00,1,0,88,0,92,1,74,0,19
12/16/19 1:30,0,0,88,0,92,0,74,0,19
12/16/19 2:00,0,0,88,0,92,0,74,0,19
12/16/19 2:30,1,0,88,1,93,0,74,0,19
12/16/19 3:00,0,0,88,0,93,0,74,0,19
12/16/19 3:30,0,0,88,0,93,0,74,0,19
12/16/19 4:00,0,0,88,0,93,0,74,0,19
12/16/19 4:30,2,0,88,1,94,1,75,0,19
12/16/19 5:00,1,0,88,1,95,0,75,0,19
12/16/19 5:30,0,0,88,0,95,0,75,0,19
12/16/19 6:00,1,1,89,0,95,0,75,0,19
12/16/19 6:30,2,1,90,1,96,0,75,0,19
12/16/19 7:00,3,2,92,0,96,1,76,0,19
12/16/19 7:30,2,2,94,0,96,0,76,0,19
12/16/19 8:00,0,0,94,0,96,0,76,0,19
12/16/19 8:30,1,0,94,0,96,1,77,0,19
12/16/19 9:00,1,0,94,0,96,1,78,0,19
12/16/19 9:30,4,1,95,1,97,1,79,1,20
12/16/19 10:00,1,0,95,0,97,1,80,0,20
12/16/19 10:30,0,0,95,0,97,0,80,0,20
12/16/19 11:00,0,0,95,0,97,0,80,0,20
12/16/19 11:30,0,0,95,0,97,0,80,0,20
12/16/19 12:00,2,1,96,0,97,1,81,0,20
12/16/19 12:30,0,0,96,0,97,0,81,0,20
12/16/19 13:00,1,0,96,0,97,1,82,0,20
12/16/19 13:30,2,0,96,0,97,2,84,0,20
12/16/19 14:00,0,0,96,0,97,0,84,0,20
12/16/19 14:30,2,1,97,0,97,1,85,0,20
12/16/19 15:00,2,0,97,1,98,1,86,0,20
12/16/19 15:30,1,0,97,1,99,0,86,0,20
12/16/19 16:00,0,0,97,0,99,0,86,0,20
12/16/19 16:30,2,0,97,1,100,1,87,0,20
12/16/19 17:00,3,0,97,1,101,1,88,1,21
12/16/19 17:30,7,1,98,3,104,2,90,1,22
12/16/19 18:00,3,0,98,1,105,1,91,1,23
12/16/19 18:30,13,3,101,6,111,1,92,3,26
12/16/19 19:00,17,6,107,6,117,3,95,2,28
12/16/19 19:30,10,4,111,3,120,1,96,2,30
12/16/19 20:00,13,6,117,4,124,3,99,0,30
12/16/19 20:30,9,4,121,3,127,1,100,1,31
12/16/19 21:00,6,4,125,0,127,1,101,1,32
12/16/19 21:30,3,2,127,0,127,0,101,1,33
12/16/19 22:00,9,4,131,0,127,4,105,1,34
12/16/19 22:30,6,1,132,2,129,3,108,0,34
12/16/19 23:00,4,1,133,1,130,2,110,0,34
12/16/19 23:30,3,1,134,2,132,0,110,0,34
12/17/19,2,0,134,1,133,1,111,0,34
12/17/19 0:30,1,0,134,0,133,1,112,0,34
12/17/19 1:00,0,0,134,0,133,0,112,0,34
12/17/19 1:30,2,1,135,1,134,0,112,0,34
12/17/19 2:00,0,0,135,0,134,0,112,0,34
12/17/19 2:30,0,0,135,0,134,0,112,0,34
12/17/19 3:00,4,0,135,2,136,1,113,1,35
12/17/19 3:30,0,0,135,0,136,0,113,0,35
12/17/19 4:00,0,0,135,0,136,0,113,0,35
12/17/19 4:30,2,1,136,1,137,0,113,0,35
12/17/19 5:00,0,0,136,0,137,0,113,0,35
12/17/19 5:30,1,0,136,1,138,0,113,0,35
12/17/19 6:00,1,1,137,0,138,0,113,0,35
12/17/19 6:30,3,2,139,1,139,0,113,0,35
12/17/19 7:00,2,0,139,1,140,1,114,0,35
12/17/19 7:30,2,1,140,0,140,0,114,1,36
12/17/19 8:00,0,0,140,0,140,0,114,0,36
12/17/19 8:30,0,0,140,0,140,0,114,0,36
12/17/19 9:00,0,0,140,0,140,0,114,0,36
12/17/19 9:30,1,0,140,0,140,1,115,0,36
12/17/19 10:00,2,0,140,1,141,0,115,1,37
12/17/19 10:30,4,3,143,1,142,0,115,0,37
12/17/19 11:00,0,0,143,0,142,0,115,0,37
12/17/19 11:30,1,0,143,0,142,1,116,0,37
12/17/19 12:00,0,0,143,0,142,0,116,0,37
12/17/19 12:30,1,0,143,0,142,1,117,0,37
12/17/19 13:00,4,0,143,1,143,2,119,1,38
12/17/19 13:30,2,0,143,1,144,1,120,0,38
12/17/19 14:00,1,1,144,0,144,0,120,0,38
12/17/19 14:30,2,1,145,0,144,0,120,1,39
12/17/19 15:00,1,0,145,0,144,0,120,1,40
12/17/19 15:30,0,0,145,0,144,0,120,0,40
12/17/19 16:00,1,0,145,0,144,1,121,0,40
12/17/19 16:30,1,0,145,0,144,0,121,1,41
12/17/19 17:00,2,0,145,0,144,0,121,2,43
12/17/19 17:30,1,1,146,0,144,0,121,0,43
12/17/19 18:00,4,0,146,2,146,2,123,0,43
12/17/19 18:30,13,5,151,6,152,2,125,0,43
12/17/19 19:00,16,5,156,6,158,4,129,1,44
12/17/19 19:30,15,5,161,7,165,1,130,2,46
12/17/19 20:00,16,6,167,7,172,3,133,0,46
12/17/19 20:30,9,3,170,2,174,2,135,2,48
12/17/19 21:00,5,2,172,2,176,1,136,0,48
12/17/19 21:30,7,3,175,3,179,1,137,0,48
12/17/19 22:00,4,1,176,0,179,3,140,0,48
12/17/19 22:30,4,2,178,2,181,0,140,0,48
12/17/19 23:00,6,4,182,2,183,0,140,0,48
12/17/19 23:30,1,1,183,0,183,0,140,0,48
12/18/19,4,1,184,2,185,1,141,0,48
12/18/19 0:30,1,0,184,1,186,0,141,0,48
12/18/19 1:00,1,0,184,1,187,0,141,0,48
12/18/19 1:30,2,0,184,1,188,1,142,0,48
12/18/19 2:00,2,1,185,0,188,1,143,0,48
12/18/19 2:30,0,0,185,0,188,0,143,0,48
12/18/19 3:00,0,0,185,0,188,0,143,0,48
12/18/19 3:30,0,0,185,0,188,0,143,0,48
12/18/19 4:00,2,0,185,0,188,2,145,0,48
12/18/19 4:30,1,0,185,0,188,1,146,0,48
12/18/19 5:00,0,0,185,0,188,0,146,0,48
12/18/19 5:30,0,0,185,0,188,0,146,0,48
12/18/19 6:00,2,1,186,1,189,0,146,0,48
12/18/19 6:30,1,0,186,0,189,1,147,0,48
12/18/19 7:00,2,1,187,1,190,0,147,0,48
12/18/19 7:30,4,0,187,1,191,2,149,1,49
12/18/19 8:00,0,0,187,0,191,0,149,0,49
12/18/19 8:30,1,1,188,0,191,0,149,0,49
12/18/19 9:00,4,1,189,2,193,1,150,0,49
12/18/19 9:30,0,0,189,0,193,0,150,0,49
12/18/19 10:00,3,1,190,0,193,0,150,2,51
12/18/19 10:30,0,0,190,0,193,0,150,0,51
12/18/19 11:00,1,0,190,0,193,0,150,1,52
12/18/19 11:30,1,0,190,0,193,1,151,0,52
12/18/19 12:00,1,0,190,0,193,1,152,0,52
12/18/19 12:30,1,1,191,0,193,0,152,0,52
12/18/19 13:00,5,3,194,0,193,2,154,0,52
12/18/19 13:30,0,0,194,0,193,0,154,0,52
12/18/19 14:00,1,0,194,0,193,1,155,0,52
12/18/19 14:30,1,0,194,1,194,0,155,0,52
12/18/19 15:00,0,0,194,0,194,0,155,0,52
12/18/19 15:30,4,0,194,1,195,2,157,1,53
12/18/19 16:00,1,1,195,0,195,0,157,0,53
12/18/19 16:30,0,0,195,0,195,0,157,0,53
12/18/19 17:00,4,2,197,2,197,0,157,0,53
12/18/19 17:30,7,3,200,1,198,1,158,2,55
12/18/19 18:00,0,0,200,0,198,0,158,0,55
12/18/19 18:30,12,6,206,5,203,1,159,0,55
12/18/19 19:00,18,8,214,9,212,1,160,0,55
12/18/19 19:30,13,10,224,3,215,0,160,0,55
12/18/19 20:00,27,12,236,12,227,3,163,0,55
12/18/19 20:30,11,4,240,5,232,2,165,0,55
12/18/19 21:00,15,5,245,4,236,3,168,3,58
12/18/19 21:30,12,8,253,2,238,2,170,0,58
12/18/19 22:00,6,3,256,0,238,2,172,1,59
12/18/19 22:30,4,3,259,0,238,1,173,0,59
12/18/19 23:00,1,0,259,0,238,1,174,0,59
12/18/19 23:30,2,1,260,0,238,1,175,0,59
12/19/19,0,0,260,0,238,0,175,0,59
12/19/19 0:30,1,1,261,0,238,0,175,0,59
12/19/19 1:00,0,0,261,0,238,0,175,0,59
12/19/19 1:30,1,0,261,0,238,1,176,0,59
12/19/19 2:00,0,0,261,0,238,0,176,0,59
12/19/19 2:30,0,0,261,0,238,0,176,0,59
12/19/19 3:00,0,0,261,0,238,0,176,0,59
12/19/19 3:30,0,0,261,0,238,0,176,0,59
12/19/19 4:00,2,0,261,2,240,0,176,0,59
12/19/19 4:30,0,0,261,0,240,0,176,0,59
12/19/19 5:00,1,0,261,1,241,0,176,0,59
12/19/19 5:30,0,0,261,0,241,0,176,0,59
12/19/19 6:00,0,0,261,0,241,0,176,0,59
12/19/19 6:30,1,0,261,1,242,0,176,0,59
12/19/19 7:00,4,1,262,1,243,2,178,0,59
12/19/19 7:30,4,0,262,1,244,2,180,1,60
12/19/19 8:00,0,0,262,0,244,0,180,0,60
12/19/19 8:30,1,0,262,0,244,1,181,0,60
12/19/19 9:00,1,0,262,0,244,0,181,1,61
12/19/19 9:30,0,0,262,0,244,0,181,0,61
12/19/19 10:00,2,0,262,1,245,1,182,0,61
12/19/19 10:30,1,0,262,0,245,0,182,1,62
12/19/19 11:00,1,1,263,0,245,0,182,0,62
12/19/19 11:30,0,0,263,0,245,0,182,0,62
12/19/19 12:00,1,0,263,0,245,1,183,0,62
12/19/19 12:30,3,0,263,0,245,2,185,1,63
12/19/19 13:00,1,0,263,0,245,1,186,0,63
12/19/19 13:30,1,0,263,1,246,0,186,0,63
12/19/19 14:00,0,0,263,0,246,0,186,0,63
12/19/19 14:30,0,0,263,0,246,0,186,0,63
12/19/19 15:00,0,0,263,0,246,0,186,0,63
12/19/19 15:30,1,0,263,0,246,1,187,0,63
12/19/19 16:00,2,1,264,1,247,0,187,0,63
12/19/19 16:30,3,0,264,1,248,2,189,0,63
12/19/19 17:00,4,1,265,2,250,0,189,1,64
12/19/19 17:30,2,1,266,0,250,0,189,1,65
12/19/19 18:00,0,0,266,0,250,0,189,0,65
12/19/19 18:30,9,4,270,3,253,2,191,0,65
12/19/19 19:00,8,2,272,3,256,2,193,1,66
12/19/19 19:30,19,4,276,8,264,4,197,3,69
12/19/19 20:00,15,4,280,5,269,4,201,2,71
12/19/19 20:30,13,6,286,4,273,2,203,1,72
12/19/19 21:00,10,2,288,4,277,4,207,0,72
12/19/19 21:30,3,1,289,2,279,0,207,0,72
12/19/19 22:00,9,2,291,2,281,3,210,2,74
12/19/19 22:30,2,1,292,1,282,0,210,0,74
12/19/19 23:00,2,2,294,0,282,0,210,0,74
12/19/19 23:30,2,1,295,0,282,0,210,1,75
12/20/19,1,0,295,1,283,0,210,0,75
12/20/19 0:30,1,0,295,0,283,1,211,0,75
12/20/19 1:00,3,2,297,1,284,0,211,0,75
12/20/19 1:30,2,0,297,2,286,0,211,0,75
12/20/19 2:00,1,1,298,0,286,0,211,0,75
12/20/19 2:30,2,0,298,0,286,1,212,1,76
12/20/19 3:00,1,0,298,0,286,1,213,0,76
12/20/19 3:30,0,0,298,0,286,0,213,0,76
12/20/19 4:00,1,0,298,1,287,0,213,0,76
12/20/19 4:30,2,0,298,0,287,1,214,1,77
12/20/19 5:00,0,0,298,0,287,0,214,0,77
12/20/19 5:30,0,0,298,0,287,0,214,0,77
12/20/19 6:00,0,0,298,0,287,0,214,0,77
12/20/19 6:30,0,0,298,0,287,0,214,0,77
12/20/19 7:00,2,1,299,1,288,0,214,0,77
12/20/19 7:30,2,1,300,1,289,0,214,0,77
12/20/19 8:00,0,0,300,0,289,0,214,0,77
12/20/19 8:30,0,0,300,0,289,0,214,0,77
12/20/19 9:00,0,0,300,0,289,0,214,0,77
12/20/19 9:30,1,0,300,0,289,0,214,1,78
12/20/19 10:00,1,1,301,0,289,0,214,0,78
12/20/19 10:30,0,0,301,0,289,0,214,0,78
12/20/19 11:00,0,0,301,0,289,0,214,0,78
12/20/19 11:30,2,0,301,1,290,1,215,0,78
12/20/19 12:00,2,2,303,0,290,0,215,0,78
12/20/19 12:30,3,1,304,1,291,0,215,1,79
12/20/19 13:00,1,0,304,1,292,0,215,0,79
12/20/19 13:30,5,2,306,1,293,2,217,0,79
12/20/19 14:00,3,0,306,1,294,1,218,1,80
12/20/19 14:30,3,0,306,0,294,2,220,1,81
12/20/19 15:00,1,0,306,0,294,1,221,0,81
12/20/19 15:30,5,0,306,0,294,2,223,3,84
12/20/19 16:00,1,0,306,0,294,0,223,1,85
12/20/19 16:30,0,0,306,0,294,0,223,0,85
12/20/19 17:00,1,1,307,0,294,0,223,0,85
12/20/19 17:30,0,0,307,0,294,0,223,0,85
12/20/19 18:00,0,0,307,0,294,0,223,0,85
12/20/19 18:30,18,6,313,6,300,3,226,3,88
12/20/19 19:00,25,8,321,9,309,4,230,4,92
12/20/19 19:30,17,3,324,8,317,4,234,2,94
12/20/19 20:00,22,3,327,11,328,5,239,3,97
12/20/19 20:30,7,4,331,2,330,1,240,0,97
12/20/19 21:00,12,7,338,1,331,2,242,2,99
12/20/19 21:30,7,5,343,2,333,0,242,0,99
12/20/19 22:00,9,3,346,2,335,3,245,1,100
12/20/19 22:30,5,2,348,1,336,2,247,0,100
12/20/19 23:00,5,1,349,0,336,2,249,2,102
12/20/19 23:30,3,1,350,1,337,1,250,0,102
12/21/19,2,1,351,1,338,0,250,0,102
12/21/19 0:30,2,1,352,1,339,0,250,0,102

